host,slug,status,rounds
bigboi.calicotab.com,bigboi1,"failed: ConnectionError: HTTPSConnectionPool(host='bigboi.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bigboi1/teams (Caused by NameResolutionError(""HTTPSConnection(host='bigboi.calicotab.com', port=443): Failed to resolve 'bigboi.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bhamproam.calicotab.com,bhamproam25,"failed: ConnectionError: HTTPSConnectionPool(host='bhamproam.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bhamproam25/teams (Caused by NameResolutionError(""HTTPSConnection(host='bhamproam.calicotab.com', port=443): Failed to resolve 'bhamproam.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
birminghamproam26.calicotab.com,BirminghamProAm26,"failed: ConnectionError: HTTPSConnectionPool(host='birminghamproam26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/BirminghamProAm26/teams (Caused by NameResolutionError(""HTTPSConnection(host='birminghamproam26.calicotab.com', port=443): Failed to resolve 'birminghamproam26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bitspilani.calicotab.com,bppd2021,"failed: ConnectionError: HTTPSConnectionPool(host='bitspilani.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bppd2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='bitspilani.calicotab.com', port=443): Failed to resolve 'bitspilani.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bitspilanipd.calicotab.com,bppd2022,"failed: ConnectionError: HTTPSConnectionPool(host='bitspilanipd.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bppd2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='bitspilanipd.calicotab.com', port=443): Failed to resolve 'bitspilanipd.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bitspilanipd.calicotab.com,bppd2023,"failed: ConnectionError: HTTPSConnectionPool(host='bitspilanipd.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bppd2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='bitspilanipd.calicotab.com', port=443): Failed to resolve 'bitspilanipd.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bppd2024.calicotab.com,bppd2024,"failed: ConnectionError: HTTPSConnectionPool(host='bppd2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bppd2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='bppd2024.calicotab.com', port=443): Failed to resolve 'bppd2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bppd2025.calicotab.com,bppd2025,"failed: ConnectionError: HTTPSConnectionPool(host='bppd2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bppd2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='bppd2025.calicotab.com', port=443): Failed to resolve 'bppd2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bitsp.calicotab.com,bppd2026,"failed: ConnectionError: HTTPSConnectionPool(host='bitsp.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bppd2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='bitsp.calicotab.com', port=443): Failed to resolve 'bitsp.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
aberdebates23.calicotab.com,bogwall23,"failed: ConnectionError: HTTPSConnectionPool(host='aberdebates23.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bogwall23/teams (Caused by NameResolutionError(""HTTPSConnection(host='aberdebates23.calicotab.com', port=443): Failed to resolve 'aberdebates23.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bogwall24.calicotab.com,bogwall24,"failed: ConnectionError: HTTPSConnectionPool(host='bogwall24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bogwall24/teams (Caused by NameResolutionError(""HTTPSConnection(host='bogwall24.calicotab.com', port=443): Failed to resolve 'bogwall24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bogwall2025.calicotab.com,Bogwall2025,"failed: ConnectionError: HTTPSConnectionPool(host='bogwall2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Bogwall2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='bogwall2025.calicotab.com', port=443): Failed to resolve 'bogwall2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
borneodebate.calicotab.com,bbpdc2026,"failed: ConnectionError: HTTPSConnectionPool(host='borneodebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bbpdc2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='borneodebate.calicotab.com', port=443): Failed to resolve 'borneodebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bracu.calicotab.com,open2024,"failed: ConnectionError: HTTPSConnectionPool(host='bracu.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/open2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='bracu.calicotab.com', port=443): Failed to resolve 'bracu.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
brazilopen2025.calicotab.com,brazilopen2025,"failed: ConnectionError: HTTPSConnectionPool(host='brazilopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/brazilopen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='brazilopen2025.calicotab.com', port=443): Failed to resolve 'brazilopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bristolopen2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='bristolopen2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='bristolopen2023.calicotab.com', port=443): Failed to resolve 'bristolopen2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bristolopen24.calicotab.com,bristolopen24,"failed: ConnectionError: HTTPSConnectionPool(host='bristolopen24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bristolopen24/teams (Caused by NameResolutionError(""HTTPSConnection(host='bristolopen24.calicotab.com', port=443): Failed to resolve 'bristolopen24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bristol2025.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='bristol2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='bristol2025.calicotab.com', port=443): Failed to resolve 'bristol2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bristolproam23.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='bristolproam23.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='bristolproam23.calicotab.com', port=443): Failed to resolve 'bristolproam23.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bpam24.calicotab.com,bristolproam24,"failed: ConnectionError: HTTPSConnectionPool(host='bpam24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bristolproam24/teams (Caused by NameResolutionError(""HTTPSConnection(host='bpam24.calicotab.com', port=443): Failed to resolve 'bpam24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bristolproam2025.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='bristolproam2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='bristolproam2025.calicotab.com', port=443): Failed to resolve 'bristolproam2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
budapestnovice25.calicotab.com,budapestnovice25,"failed: ConnectionError: HTTPSConnectionPool(host='budapestnovice25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/budapestnovice25/teams (Caused by NameResolutionError(""HTTPSConnection(host='budapestnovice25.calicotab.com', port=443): Failed to resolve 'budapestnovice25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
budapestdebate.calicotab.com,dynamic,"failed: ConnectionError: HTTPSConnectionPool(host='budapestdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/dynamic/teams (Caused by NameResolutionError(""HTTPSConnection(host='budapestdebate.calicotab.com', port=443): Failed to resolve 'budapestdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bo2023.calicotab.com,bo2023,"failed: ConnectionError: HTTPSConnectionPool(host='bo2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bo2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='bo2023.calicotab.com', port=443): Failed to resolve 'bo2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
budapestopen2024.calicotab.com,budapest2024,"failed: ConnectionError: HTTPSConnectionPool(host='budapestopen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/budapest2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='budapestopen2024.calicotab.com', port=443): Failed to resolve 'budapestopen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
budapestopen2025.calicotab.com,bpo25,"failed: ConnectionError: HTTPSConnectionPool(host='budapestopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bpo25/teams (Caused by NameResolutionError(""HTTPSConnection(host='budapestopen2025.calicotab.com', port=443): Failed to resolve 'budapestopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bdpstdebate.calicotab.com,pre-eudc-2025,"failed: ConnectionError: HTTPSConnectionPool(host='bdpstdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pre-eudc-2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='bdpstdebate.calicotab.com', port=443): Failed to resolve 'bdpstdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
budapestpreeudc26.calicotab.com,budapest-preeudc-2026,"failed: ConnectionError: HTTPSConnectionPool(host='budapestpreeudc26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/budapest-preeudc-2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='budapestpreeudc26.calicotab.com', port=443): Failed to resolve 'budapestpreeudc26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bulacaniv2023.calicotab.com,bliv2023,"failed: ConnectionError: HTTPSConnectionPool(host='bulacaniv2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bliv2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='bulacaniv2023.calicotab.com', port=443): Failed to resolve 'bulacaniv2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bup.calicotab.com,bupiv25en,"failed: ConnectionError: HTTPSConnectionPool(host='bup.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bupiv25en/teams (Caused by NameResolutionError(""HTTPSConnection(host='bup.calicotab.com', port=443): Failed to resolve 'bup.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cambridgeivfinal.calicotab.com,2022,"failed: ConnectionError: HTTPSConnectionPool(host='cambridgeivfinal.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='cambridgeivfinal.calicotab.com', port=443): Failed to resolve 'cambridgeivfinal.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cambridgeiv2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='cambridgeiv2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='cambridgeiv2023.calicotab.com', port=443): Failed to resolve 'cambridgeiv2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cambridge2024.calicotab.com,cambridgeiv2024,"failed: ConnectionError: HTTPSConnectionPool(host='cambridge2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/cambridgeiv2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='cambridge2024.calicotab.com', port=443): Failed to resolve 'cambridge2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cambridgeiv2025.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='cambridgeiv2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='cambridgeiv2025.calicotab.com', port=443): Failed to resolve 'cambridgeiv2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cambridgemini2024.calicotab.com,camini2024,"failed: ConnectionError: HTTPSConnectionPool(host='cambridgemini2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/camini2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='cambridgemini2024.calicotab.com', port=443): Failed to resolve 'cambridgemini2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cuds.calicotab.com,bpchamps2020,"failed: ConnectionError: HTTPSConnectionPool(host='cuds.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bpchamps2020/teams (Caused by NameResolutionError(""HTTPSConnection(host='cuds.calicotab.com', port=443): Failed to resolve 'cuds.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bpchamps2022.calicotab.com,bpchamps22,"failed: ConnectionError: HTTPSConnectionPool(host='bpchamps2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bpchamps22/teams (Caused by NameResolutionError(""HTTPSConnection(host='bpchamps2022.calicotab.com', port=443): Failed to resolve 'bpchamps2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bpchamps2023.calicotab.com,bpchamps2023,"failed: ConnectionError: HTTPSConnectionPool(host='bpchamps2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bpchamps2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='bpchamps2023.calicotab.com', port=443): Failed to resolve 'bpchamps2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cudcwaterloo.calicotab.com,cudc2024,"failed: ConnectionError: HTTPSConnectionPool(host='cudcwaterloo.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/cudc2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='cudcwaterloo.calicotab.com', port=443): Failed to resolve 'cudcwaterloo.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cudchalifax.calicotab.com,CUDC2025,"failed: ConnectionError: HTTPSConnectionPool(host='cudchalifax.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/CUDC2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='cudchalifax.calicotab.com', port=443): Failed to resolve 'cudchalifax.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
capitalismiv2024.calicotab.com,capitalismiv2024,"failed: ConnectionError: HTTPSConnectionPool(host='capitalismiv2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/capitalismiv2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='capitalismiv2024.calicotab.com', port=443): Failed to resolve 'capitalismiv2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cardiff2024.calicotab.com,c24,"failed: ConnectionError: HTTPSConnectionPool(host='cardiff2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/c24/teams (Caused by NameResolutionError(""HTTPSConnection(host='cardiff2024.calicotab.com', port=443): Failed to resolve 'cardiff2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cardiff2025.calicotab.com,cardiffopen2025,"failed: ConnectionError: HTTPSConnectionPool(host='cardiff2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/cardiffopen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='cardiff2025.calicotab.com', port=443): Failed to resolve 'cardiff2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cidc2026.calicotab.com,cidc2026,"failed: ConnectionError: HTTPSConnectionPool(host='cidc2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/cidc2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='cidc2026.calicotab.com', port=443): Failed to resolve 'cidc2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
caritasdebate.calicotab.com,caritasdebateopen2025,"failed: ConnectionError: HTTPSConnectionPool(host='caritasdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/caritasdebateopen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='caritasdebate.calicotab.com', port=443): Failed to resolve 'caritasdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
carletonbpchamps.calicotab.com,bpchamps2022,"failed: ConnectionError: HTTPSConnectionPool(host='carletonbpchamps.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bpchamps2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='carletonbpchamps.calicotab.com', port=443): Failed to resolve 'carletonbpchamps.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cdo2025.calicotab.com,cdo2025,"failed: ConnectionError: HTTPSConnectionPool(host='cdo2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/cdo2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='cdo2025.calicotab.com', port=443): Failed to resolve 'cdo2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
